num_run,Yaw optimization type,Joint/Sequential,AEP,LCOE,Layout
15,yaw_optimizer_floris,Joint,2865.314466173644,-115.08733135753864,"[117, 920, 937, 957, 2639, 2675, 2695, 2732, 5049, 5069, 5089, 5109, 5129, 5164, 8498, 8518, 8534, 8594, 8614, 8634, 8650, 8670, 12679, 12699, 12734, 12789, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18066, 18086, 18126, 18201, 18221, 18241, 18261, 23237, 23258, 23278, 23333, 23393, 23411, 23431, 23461, 27773, 27811, 27851, 27887, 27927, 27935, 31285, 31295, 31315, 31335, 31390, 33947, 33967, 33987, 34007, 34027, 34040, 35734, 36154]"
14,None,Sequential,2626.5773753574663,-125.73245772407786,"[45, 937, 957, 977, 1933, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 6970, 8498, 8574, 8650, 8670, 12679, 12719, 12734, 12754, 12774, 12789, 12809, 12829, 12849, 12909, 17997, 18017, 18046, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23373, 23431, 23461, 27773, 27811, 27851, 27867, 27927, 27935, 31295, 31315, 31390, 31410, 31492, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
14,geometric_yaw_Stanley,Sequential,2811.717471301947,-117.45348961154117,"[45, 937, 957, 977, 1933, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 6970, 8498, 8574, 8650, 8670, 12679, 12719, 12734, 12754, 12774, 12789, 12809, 12829, 12849, 12909, 17997, 18017, 18046, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23373, 23431, 23461, 27773, 27811, 27851, 27867, 27927, 27935, 31295, 31315, 31390, 31410, 31492, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
14,geometric_yaw_Jong,Sequential,2858.637475225204,-115.3780479738638,"[45, 937, 957, 977, 1933, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 6970, 8498, 8574, 8650, 8670, 12679, 12719, 12734, 12754, 12774, 12789, 12809, 12829, 12849, 12909, 17997, 18017, 18046, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23373, 23431, 23461, 27773, 27811, 27851, 27867, 27927, 27935, 31295, 31315, 31390, 31410, 31492, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
14,yaw_optimizer_floris,Sequential,2859.323080221536,-115.33945476370572,"[45, 937, 957, 977, 1933, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5109, 5149, 5164, 6970, 8498, 8574, 8650, 8670, 12679, 12719, 12734, 12754, 12774, 12789, 12809, 12829, 12849, 12909, 17997, 18017, 18046, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23333, 23373, 23431, 23461, 27773, 27811, 27851, 27867, 27927, 27935, 31295, 31315, 31390, 31410, 31492, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
14,None,Joint,2615.784080490143,-126.25125723078447,"[81, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5164, 8498, 8518, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18126, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23318, 23431, 23461, 27773, 27811, 27831, 27851, 27867, 27887, 27907, 27935, 31295, 31315, 31350, 31390, 31410, 33947, 33967, 33987, 34027, 34040, 35594, 36154]"
14,geometric_yaw_Stanley,Joint,2814.1728122564664,-117.35101247792723,"[81, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5164, 8498, 8518, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18126, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23318, 23431, 23461, 27773, 27811, 27831, 27851, 27867, 27887, 27907, 27935, 31295, 31315, 31350, 31390, 31410, 33947, 33967, 33987, 34027, 34040, 35594, 36154]"
14,geometric_yaw_Jong,Joint,2865.159543820987,-114.89300724391728,"[81, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5164, 8498, 8518, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18126, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23318, 23431, 23461, 27773, 27811, 27831, 27851, 27867, 27887, 27907, 27935, 31295, 31315, 31350, 31390, 31410, 33947, 33967, 33987, 34027, 34040, 35594, 36154]"
14,yaw_optimizer_floris,Joint,2867.327085678822,-114.8710993567683,"[81, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5069, 5089, 5109, 5129, 5164, 8498, 8518, 8594, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12789, 12829, 12849, 12889, 12909, 17997, 18017, 18046, 18126, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23318, 23431, 23461, 27773, 27811, 27831, 27851, 27867, 27887, 27907, 27935, 31295, 31315, 31350, 31390, 31410, 33947, 33967, 33987, 34027, 34040, 35594, 36154]"
13,None,Sequential,2629.1326097139413,-125.61025928702928,"[109, 937, 957, 977, 2639, 2659, 2715, 2732, 5069, 5089, 5129, 5149, 5164, 5647, 8498, 8518, 8554, 8574, 8614, 8650, 8670, 12679, 12719, 12754, 12774, 12789, 12809, 12829, 12849, 12869, 12889, 12909, 18017, 18046, 18161, 18201, 18221, 18241, 18261, 20515, 23238, 23258, 23298, 23353, 23373, 23411, 23461, 27773, 27793, 27831, 27851, 27907, 27935, 31295, 31315, 31335, 31370, 31410, 31893, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
13,geometric_yaw_Stanley,Sequential,2814.1680101972897,-117.35121272414716,"[109, 937, 957, 977, 2639, 2659, 2715, 2732, 5069, 5089, 5129, 5149, 5164, 5647, 8498, 8518, 8554, 8574, 8614, 8650, 8670, 12679, 12719, 12754, 12774, 12789, 12809, 12829, 12849, 12869, 12889, 12909, 18017, 18046, 18161, 18201, 18221, 18241, 18261, 20515, 23238, 23258, 23298, 23353, 23373, 23411, 23461, 27773, 27793, 27831, 27851, 27907, 27935, 31295, 31315, 31335, 31370, 31410, 31893, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
13,geometric_yaw_Jong,Sequential,2862.2134491471925,-115.23308676725642,"[109, 937, 957, 977, 2639, 2659, 2715, 2732, 5069, 5089, 5129, 5149, 5164, 5647, 8498, 8518, 8554, 8574, 8614, 8650, 8670, 12679, 12719, 12754, 12774, 12789, 12809, 12829, 12849, 12869, 12889, 12909, 18017, 18046, 18161, 18201, 18221, 18241, 18261, 20515, 23238, 23258, 23298, 23353, 23373, 23411, 23461, 27773, 27793, 27831, 27851, 27907, 27935, 31295, 31315, 31335, 31370, 31410, 31893, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
13,yaw_optimizer_floris,Sequential,2862.913729366709,-115.226266333021,"[109, 937, 957, 977, 2639, 2659, 2715, 2732, 5069, 5089, 5129, 5149, 5164, 5647, 8498, 8518, 8554, 8574, 8614, 8650, 8670, 12679, 12719, 12754, 12774, 12789, 12809, 12829, 12849, 12869, 12889, 12909, 18017, 18046, 18161, 18201, 18221, 18241, 18261, 20515, 23238, 23258, 23298, 23353, 23373, 23411, 23461, 27773, 27793, 27831, 27851, 27907, 27935, 31295, 31315, 31335, 31370, 31410, 31893, 33947, 33967, 33987, 34027, 34040, 35574, 35594, 36154]"
13,None,Joint,2622.3676523857293,-125.93429777312383,"[136, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5089, 5109, 5149, 5164, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23461, 27773, 27793, 27831, 27867, 27907, 27927, 27935, 31295, 31335, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35807, 36154]"
13,geometric_yaw_Stanley,Joint,2817.4976679557753,-117.21252960104876,"[136, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5089, 5109, 5149, 5164, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23461, 27773, 27793, 27831, 27867, 27907, 27927, 27935, 31295, 31335, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35807, 36154]"
13,geometric_yaw_Jong,Joint,2867.7117898007127,-115.00160998136371,"[136, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5089, 5109, 5149, 5164, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23461, 27773, 27793, 27831, 27867, 27907, 27927, 27935, 31295, 31335, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35807, 36154]"
13,yaw_optimizer_floris,Joint,2870.4886506173216,-114.95968090603294,"[136, 937, 957, 977, 2639, 2659, 2695, 2715, 2732, 5049, 5089, 5109, 5149, 5164, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8670, 12679, 12699, 12719, 12734, 12754, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18141, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23411, 23461, 27773, 27793, 27831, 27867, 27907, 27927, 27935, 31295, 31335, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35807, 36154]"
12,None,Sequential,2635.210242036906,-125.320562108504,"[100, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5109, 5129, 5164, 7392, 8113, 8534, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12849, 12869, 12889, 12909, 17997, 18086, 18126, 18141, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23353, 23411, 23431, 23461, 27793, 27831, 27887, 27907, 27935, 28923, 31203, 31295, 31335, 31410, 32185, 32998, 33947, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
12,geometric_yaw_Stanley,Sequential,2816.4282450814394,-117.25703624187408,"[100, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5109, 5129, 5164, 7392, 8113, 8534, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12849, 12869, 12889, 12909, 17997, 18086, 18126, 18141, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23353, 23411, 23431, 23461, 27793, 27831, 27887, 27907, 27935, 28923, 31203, 31295, 31335, 31410, 32185, 32998, 33947, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
12,geometric_yaw_Jong,Sequential,2859.884632278604,-115.4761976160314,"[100, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5109, 5129, 5164, 7392, 8113, 8534, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12849, 12869, 12889, 12909, 17997, 18086, 18126, 18141, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23353, 23411, 23431, 23461, 27793, 27831, 27887, 27907, 27935, 28923, 31203, 31295, 31335, 31410, 32185, 32998, 33947, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
12,yaw_optimizer_floris,Sequential,2861.773053360272,-115.45887395647824,"[100, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5109, 5129, 5164, 7392, 8113, 8534, 8614, 8634, 8650, 8670, 12679, 12699, 12719, 12754, 12789, 12849, 12869, 12889, 12909, 17997, 18086, 18126, 18141, 18181, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23333, 23353, 23411, 23431, 23461, 27793, 27831, 27887, 27907, 27935, 28923, 31203, 31295, 31335, 31410, 32185, 32998, 33947, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
12,None,Joint,2629.4833318255023,-125.59350531303076,"[114, 172, 957, 977, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5089, 5109, 5149, 5164, 8498, 8534, 8554, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12829, 12869, 12889, 12909, 17997, 18106, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23373, 23461, 27773, 27793, 27831, 27887, 27907, 27927, 27935, 31295, 31315, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 35613, 36154]"
12,geometric_yaw_Stanley,Joint,2821.106149107138,-117.06260287677334,"[114, 172, 957, 977, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5089, 5109, 5149, 5164, 8498, 8534, 8554, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12829, 12869, 12889, 12909, 17997, 18106, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23373, 23461, 27773, 27793, 27831, 27887, 27907, 27927, 27935, 31295, 31315, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 35613, 36154]"
12,geometric_yaw_Jong,Joint,2870.482109462569,-115.25400224399448,"[114, 172, 957, 977, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5089, 5109, 5149, 5164, 8498, 8534, 8554, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12829, 12869, 12889, 12909, 17997, 18106, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23373, 23461, 27773, 27793, 27831, 27887, 27907, 27927, 27935, 31295, 31315, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 35613, 36154]"
12,yaw_optimizer_floris,Joint,2871.192358476019,-115.24210270670989,"[114, 172, 957, 977, 2639, 2659, 2675, 2695, 2732, 5049, 5069, 5089, 5109, 5149, 5164, 8498, 8534, 8554, 8594, 8634, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12829, 12869, 12889, 12909, 17997, 18106, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23298, 23318, 23373, 23461, 27773, 27793, 27831, 27887, 27907, 27927, 27935, 31295, 31315, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 35613, 36154]"
11,None,Sequential,2624.087277920351,-125.85177009351597,"[135, 853, 937, 957, 2639, 2675, 2695, 2715, 2732, 5049, 5089, 5109, 5129, 5164, 6806, 8108, 8518, 8594, 8614, 8670, 12679, 12699, 12734, 12774, 12809, 12849, 12869, 12889, 12909, 14971, 17997, 18017, 18046, 18086, 18106, 18141, 18181, 18221, 18241, 18261, 23238, 23258, 23298, 23353, 23393, 23431, 23461, 27773, 27793, 27811, 27831, 27867, 27887, 27927, 27935, 31295, 31350, 31390, 31410, 33947, 33987, 34007, 34040, 35106, 35574, 35594, 36154]"
11,geometric_yaw_Stanley,Sequential,2809.811381789349,-117.53316644188561,"[135, 853, 937, 957, 2639, 2675, 2695, 2715, 2732, 5049, 5089, 5109, 5129, 5164, 6806, 8108, 8518, 8594, 8614, 8670, 12679, 12699, 12734, 12774, 12809, 12849, 12869, 12889, 12909, 14971, 17997, 18017, 18046, 18086, 18106, 18141, 18181, 18221, 18241, 18261, 23238, 23258, 23298, 23353, 23393, 23431, 23461, 27773, 27793, 27811, 27831, 27867, 27887, 27927, 27935, 31295, 31350, 31390, 31410, 33947, 33987, 34007, 34040, 35106, 35574, 35594, 36154]"
11,geometric_yaw_Jong,Sequential,2853.9714293248853,-115.12701186677238,"[135, 853, 937, 957, 2639, 2675, 2695, 2715, 2732, 5049, 5089, 5109, 5129, 5164, 6806, 8108, 8518, 8594, 8614, 8670, 12679, 12699, 12734, 12774, 12809, 12849, 12869, 12889, 12909, 14971, 17997, 18017, 18046, 18086, 18106, 18141, 18181, 18221, 18241, 18261, 23238, 23258, 23298, 23353, 23393, 23431, 23461, 27773, 27793, 27811, 27831, 27867, 27887, 27927, 27935, 31295, 31350, 31390, 31410, 33947, 33987, 34007, 34040, 35106, 35574, 35594, 36154]"
11,yaw_optimizer_floris,Sequential,2854.8795740129303,-115.06899515864194,"[135, 853, 937, 957, 2639, 2675, 2695, 2715, 2732, 5049, 5089, 5109, 5129, 5164, 6806, 8108, 8518, 8594, 8614, 8670, 12679, 12699, 12734, 12774, 12809, 12849, 12869, 12889, 12909, 14971, 17997, 18017, 18046, 18086, 18106, 18141, 18181, 18221, 18241, 18261, 23238, 23258, 23298, 23353, 23393, 23431, 23461, 27773, 27793, 27811, 27831, 27867, 27887, 27927, 27935, 31295, 31350, 31390, 31410, 33947, 33987, 34007, 34040, 35106, 35574, 35594, 36154]"
11,None,Joint,2623.5974383299854,-125.8752672880965,"[68, 735, 937, 957, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5089, 5109, 5129, 5149, 5164, 8498, 8518, 8614, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12829, 12869, 12889, 12909, 17997, 18017, 18046, 18106, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23333, 23373, 23411, 23461, 27773, 27793, 27811, 27831, 27887, 27927, 27935, 31295, 31335, 31390, 31410, 33947, 33967, 33987, 34007, 34040, 35500, 35574, 35594, 36154]"
11,geometric_yaw_Stanley,Joint,2817.4523838358714,-117.2144135250771,"[68, 735, 937, 957, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5089, 5109, 5129, 5149, 5164, 8498, 8518, 8614, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12829, 12869, 12889, 12909, 17997, 18017, 18046, 18106, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23333, 23373, 23411, 23461, 27773, 27793, 27811, 27831, 27887, 27927, 27935, 31295, 31335, 31390, 31410, 33947, 33967, 33987, 34007, 34040, 35500, 35574, 35594, 36154]"
11,geometric_yaw_Jong,Joint,2869.333980384255,-115.10860180051436,"[68, 735, 937, 957, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5089, 5109, 5129, 5149, 5164, 8498, 8518, 8614, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12829, 12869, 12889, 12909, 17997, 18017, 18046, 18106, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23333, 23373, 23411, 23461, 27773, 27793, 27811, 27831, 27887, 27927, 27935, 31295, 31335, 31390, 31410, 33947, 33967, 33987, 34007, 34040, 35500, 35574, 35594, 36154]"
11,yaw_optimizer_floris,Joint,2870.505678838518,-115.0898562756412,"[68, 735, 937, 957, 2639, 2659, 2675, 2695, 2715, 2732, 5049, 5089, 5109, 5129, 5149, 5164, 8498, 8518, 8614, 8670, 12679, 12699, 12719, 12734, 12754, 12774, 12829, 12869, 12889, 12909, 17997, 18017, 18046, 18106, 18161, 18181, 18201, 18221, 18241, 18261, 23238, 23258, 23298, 23333, 23373, 23411, 23461, 27773, 27793, 27811, 27831, 27887, 27927, 27935, 31295, 31335, 31390, 31410, 33947, 33967, 33987, 34007, 34040, 35500, 35574, 35594, 36154]"
10,None,Sequential,2623.110575761505,-125.89863037332297,"[134, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 4065, 5049, 5069, 5109, 5149, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12849, 12869, 12889, 15231, 16031, 17997, 18017, 18086, 18126, 18141, 18161, 18182, 18221, 18261, 23238, 23258, 23278, 23298, 23353, 23431, 23461, 27773, 27811, 27831, 27851, 27887, 27927, 27935, 31295, 31315, 31350, 31410, 31590, 33947, 33967, 34007, 34027, 34040, 35336, 35594, 35667, 36154]"
10,geometric_yaw_Stanley,Sequential,2808.132649595145,-117.60342904519291,"[134, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 4065, 5049, 5069, 5109, 5149, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12849, 12869, 12889, 15231, 16031, 17997, 18017, 18086, 18126, 18141, 18161, 18182, 18221, 18261, 23238, 23258, 23278, 23298, 23353, 23431, 23461, 27773, 27811, 27831, 27851, 27887, 27927, 27935, 31295, 31315, 31350, 31410, 31590, 33947, 33967, 34007, 34027, 34040, 35336, 35594, 35667, 36154]"
10,geometric_yaw_Jong,Sequential,2854.5867298613825,-115.40161544555347,"[134, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 4065, 5049, 5069, 5109, 5149, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12849, 12869, 12889, 15231, 16031, 17997, 18017, 18086, 18126, 18141, 18161, 18182, 18221, 18261, 23238, 23258, 23278, 23298, 23353, 23431, 23461, 27773, 27811, 27831, 27851, 27887, 27927, 27935, 31295, 31315, 31350, 31410, 31590, 33947, 33967, 34007, 34027, 34040, 35336, 35594, 35667, 36154]"
10,yaw_optimizer_floris,Sequential,2854.335687840385,-115.36860884658552,"[134, 937, 957, 977, 2639, 2659, 2675, 2695, 2715, 2732, 4065, 5049, 5069, 5109, 5149, 8498, 8518, 8534, 8574, 8594, 8614, 8634, 8650, 8670, 12679, 12849, 12869, 12889, 15231, 16031, 17997, 18017, 18086, 18126, 18141, 18161, 18182, 18221, 18261, 23238, 23258, 23278, 23298, 23353, 23431, 23461, 27773, 27811, 27831, 27851, 27887, 27927, 27935, 31295, 31315, 31350, 31410, 31590, 33947, 33967, 34007, 34027, 34040, 35336, 35594, 35667, 36154]"
10,None,Joint,2623.3946594352933,-125.88499698983155,"[9, 937, 957, 977, 2639, 2675, 2715, 2732, 5049, 5089, 5109, 5129, 5164, 8498, 8534, 8574, 8594, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18066, 18086, 18126, 18141, 18161, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23373, 23411, 23461, 27773, 27793, 27811, 27831, 27927, 27935, 28084, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
10,geometric_yaw_Stanley,Joint,2818.2527502994103,-117.18112535189293,"[9, 937, 957, 977, 2639, 2675, 2715, 2732, 5049, 5089, 5109, 5129, 5164, 8498, 8534, 8574, 8594, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18066, 18086, 18126, 18141, 18161, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23373, 23411, 23461, 27773, 27793, 27811, 27831, 27927, 27935, 28084, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
10,geometric_yaw_Jong,Joint,2870.11409370193,-115.03148649698409,"[9, 937, 957, 977, 2639, 2675, 2715, 2732, 5049, 5089, 5109, 5129, 5164, 8498, 8534, 8574, 8594, 8650, 8670, 12679, 12699, 12719, 12734, 12789, 12829, 12849, 12869, 12889, 12909, 17997, 18017, 18066, 18086, 18126, 18141, 18161, 18201, 18221, 18241, 18261, 23238, 23258, 23278, 23373, 23411, 23461, 27773, 27793, 27811, 27831, 27927, 27935, 28084, 31295, 31315, 31335, 31370, 31410, 33947, 33967, 33987, 34007, 34027, 34040, 35574, 35594, 36154]"
